COG_number,taxon,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
COG0058,Bacteroides thetaiotaomicron VPI-5482,3127000,4149400,3299500,9696800,4164400,9383800,8039800,7289000,8746300,25913000,12945000,15756000,14202000,15557000,17243000,14617000,10436000,15110000,11620000
COG0058,Bacteroides vulgatus ATCC 8482,79006000,79211000,76552000,78108000,86970000,93838000,91304000,53845000,55866000,123620000,108130000,102270000,125150000,145950000,141790000,62889000,50248000,43310000,41869000
COG0058,Bacteroides ovatus,141760000,170590000,160130000,161780000,163280000,162510000,140990000,147750000,155860000,154480000,174430000,197940000,166420000,149490000,133060000,217290000,208960000,200350000,183260000
COG0058,Bacteroides cellulosilyticus,683940,0,9376000,11232000,2583500,23790000,25738000,16764000,20062000,6405600,0,2163000,0,6223200,32012000,28531000,25317000,49248000,26656000
COG0058,Bacteroides caccae TSDC17.2,0,0,1129700,781450,1109600,1193100,736650,1558200,682620,358670,0,0,0,0,0,0,0,0,490050
COG0058,Bacteroides finegoldii TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0058,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250200,0
COG0058,Collinsella aerofaciens TSDC17.2,3137900,9000600,12218000,16415000,13184000,27880000,19475000,8188600,22332000,7160600,11235000,13322000,7631500,9707700,10790000,15461000,6650800,1517900,13052000
COG0058,Collinsella aerofaciens TSDC17.2,0,0,648670,0,325690,0,0,0,0,376860,319670,344110,0,0,0,367080,0,0,0
COG0058,Escherichia coli TSDC17.2,0,0,0,655680,900400,654210,0,0,0,583280,672510,771220,866570,700290,669350,697580,599740,964540,514720
COG0058,Escherichia coli TSDC17.2,0,1444400,1179700,858120,0,492580,0,0,0,0,794950,796700,1402500,965910,0,2567300,954390,0,1193600
COG0058,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,785920,0,0,0,0,0,63345,0,0,0,0,0,0,0
COG0058,Parabacteroides distasonis TSDC17.2,30289000,23194000,50889000,41636000,8169400,746440,1257300,879230,1176600,14249000,10810000,9096800,14088000,8283500,18895000,14305000,26122000,29073000,17182000
COG0058,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,0,793230,0,0,0,0,0,0,2046200
COG0058,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,807460,0,0,0,1726200,0,0,0,0,741730
COG0058,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,1039600,0,252020,203230,1259700,0,0,0,0,1294800
COG0059,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,567620,612930,669530,0,0,0,488170,389720,0,0
COG0059,Bacteroides ovatus,13113000,16840000,5169800,8055900,11385000,893200,4020200,4812900,10494000,28380000,28991000,25449000,22175000,21373000,21455000,4154800,9073700,18781000,13667000
COG0059,Bacteroides cellulosilyticus,0,0,0,1189900,381530,3688800,6686700,2743000,6199000,5299100,0,2533400,0,482860,20190000,41025000,39279000,19204000,49083000
COG0059,Bacteroides caccae TSDC17.2,28575000,26393000,16999000,53508000,35232000,44557000,48287000,42231000,48728000,72555000,87842000,81569000,70236000,86275000,113350000,89955000,77764000,68397000,82498000
COG0059,Escherichia coli TSDC17.2,1287400,4319500,8304100,5256600,11874000,820110,2258200,1361500,2537800,2293700,2895700,1951800,3961200,3265800,5008200,2694100,3458300,12121000,9290200
COG0059,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,493580,465520,539450,0,0,0,0,734720,0,527730
COG0059,Ruminococcaceae sp.,4522100,1403900,2849200,1055800,1599800,0,0,0,0,11191000,10474000,8234500,1058400,1083500,22141000,13873000,4270900,17739000,13128000
COG0059,Subdoligranulum variabile TSDC17.2,0,0,1347900,1042600,686230,861700,670340,0,0,2346600,2469600,2129900,0,2816300,2462300,2720300,2659800,800130,3894700
COG0060,Bacteroides thetaiotaomicron VPI-5482,2381800,1373500,3171100,3921200,3016300,718110,0,4241500,867880,7012000,3016600,6101300,5073900,3375000,5263500,2827900,1993700,3333400,1354800
COG0060,Bacteroides vulgatus ATCC 8482,1007600,4310000,3436600,4133400,3825700,871540,5880200,3346600,2635000,12641000,3343800,5241800,7243900,17200000,9650500,1012900,745820,925150,2774900
COG0060,Bacteroides ovatus,13164000,17389000,18459000,18043000,16644000,13236000,10885000,19680000,7262300,39477000,28000000,35871000,24050000,25581000,17298000,27620000,22481000,9161100,13649000
COG0060,Bacteroides cellulosilyticus,25204000,6091200,18874000,17940000,19990000,8200500,27467000,16014000,19731000,32219000,24325000,24553000,29652000,22223000,32336000,45784000,49581000,36825000,38907000
COG0060,Bacteroides caccae TSDC17.2,1849100,1558800,3082900,1474200,2072200,2345300,1529500,2229500,2413100,0,0,0,0,0,787480,674340,762380,888380,616520
COG0060,Bacteroides finegoldii TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341760,0,0
COG0060,Collinsella aerofaciens TSDC17.2,2514100,3177500,3014500,3576900,3936400,7840500,5391300,0,8172400,2490200,2394700,1196800,1480900,1962500,3125200,1018500,1814600,1945800,0
COG0060,Escherichia coli TSDC17.2,15544000,27524000,20365000,18078000,33513000,19312000,26515000,31109000,36543000,8950400,10018000,6961800,7444200,5848200,13445000,10760000,10660000,28199000,23694000
COG0060,Parabacteroides distasonis TSDC17.2,728080,0,796910,1205300,714610,1219700,2306700,1085600,0,0,0,0,0,507900,850590,0,295310,0,818610
COG0060,Ruminococcaceae sp.,0,0,0,0,0,595270,0,589160,0,600250,520540,497490,370350,0,1329100,1049500,528580,0,0
COG0062,Bacteroides vulgatus ATCC 8482,0,0,0,0,406900,0,50597,0,0,536730,605700,561930,569650,386130,0,0,0,307300,0
COG0062,Bacteroides ovatus,1960200,1480500,1039700,1054900,1609200,0,0,0,649770,2337600,3197900,2649300,2408000,1826100,2258600,2662000,0,0,3148200
COG0062,Collinsella aerofaciens TSDC17.2,0,0,0,1049500,0,536200,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0062,Odoribacter splanchnicus TSDC17.2,0,548790,0,0,301560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0064,Collinsella aerofaciens TSDC17.2,0,0,0,0,0,0,0,0,0,838580,0,0,0,734070,1004500,957210,0,0,0
COG0064,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,924870,624570,0,0,976380,0,1022300,0,0,1252100
COG0064,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,0,329790,0,0,66775,0,0,0,0,758400
COG0065,Bacteroides thetaiotaomicron VPI-5482,12501000,14623000,6818700,11118000,5452100,4203500,2365600,4515900,1940500,35313000,28016000,31874000,19000000,25894000,28346000,25808000,24198000,25120000,15450000
COG0065,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,1299300,0,1199500,0,2856200,570590,2117500,2241300,2906900,1972800,1430000,1373800,4008300,2554900
COG0065,Bacteroides cellulosilyticus,0,0,0,3105000,0,930190,4146600,5102500,2197000,2754500,3956300,0,483500,1194800,2294200,3707500,3467600,5876200,11062000
COG0065,Bacteroides caccae TSDC17.2,0,0,0,0,0,0,0,0,0,778080,0,3131700,0,1783100,429610,1784300,3955100,0,0
COG0065,Bacteroides massiliensis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0065,Escherichia coli TSDC17.2,488260,0,1228900,0,0,0,0,0,0,815920,1286900,0,1501300,1269900,0,1770400,1455100,3054900,0
COG0065,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,297160,0,0,0,0,0,0,0,0,0,0,0,0
COG0065,Ruminococcaceae sp.,0,0,0,0,0,0,4337900,0,0,353860,0,549170,0,0,0,546490,0,0,620520
COG0066,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,1854600,0,3573400,0,1874200,1033700,2661200,1995600,2735800,714900,1221100,0,0,0
COG0066,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,1292100,0,0,0,0,0,1392600,2993500,1701700,0,2752700
COG0066,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,976680,1385200,0,0,0,0
COG0066,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,195300,0,0,0,0,0,0,0,0,1004900
COG0066,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,0,168920,0,0,0,0,0,0,0
COG0067,Bacteroides thetaiotaomicron VPI-5482,820440,0,1130700,422450,330090,0,1173600,203870,223100,37143000,33519000,21939000,45674000,33905000,43642000,30974000,40531000,22005000,6493100
COG0067,Bacteroides vulgatus ATCC 8482,7794500,306180,1083300,1002200,1042400,2562600,132410,3923300,169750,29076000,65315000,70037000,77493000,38232000,79263000,13868000,33879000,10200000,23327000
COG0067,Bacteroides ovatus,4073900,312480,310700,381610,897130,303410,157370,597570,715860,381260000,348110000,499370000,497180000,308450000,256820000,330410000,316090000,160290000,246990000
COG0067,Bacteroides cellulosilyticus,57840,71240,30054,101050,130940,165960,19564,0,23406,1134800,18844,63704,12788,72517,48729000,95658000,94274000,71185000,116110000
COG0067,Bacteroides caccae TSDC17.2,0,1762500,0,1394500,436730,0,0,0,0,3460200,3566200,4115700,4088000,4835000,3324500,9874500,8569500,1789400,12267000
COG0067,Bacteroides finegoldii TSDC17.2,0,0,0,412670,0,0,0,0,0,4076100,5045700,5525400,193430,3029600,2869100,3123600,0,1671700,0
COG0067,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,909120,0,0,0,717790,0
COG0069,Escherichia coli TSDC17.2,0,444190,0,0,1384900,0,0,0,0,632240,0,1065100,0,991280,1173600,1043000,945610,2316200,1425300
COG0069,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,436810,0,0,0,2925700,0,0,0,0
COG0069,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,6720200,2217900,0,0,0,0,4065300,3766000,1903500,2079100
COG0070,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,143550,0,198700,91934,92696,0,523420,206860,0,0
COG0071,Bacteroides thetaiotaomicron VPI-5482,1094200,659740,0,205090,0,622680,3273400,1964600,2554700,21147000,15023000,18560000,14895000,9135300,24324000,13447000,10456000,1808600,8129600
COG0071,Bacteroides cellulosilyticus,0,0,0,0,0,0,494180,0,499820,0,0,0,0,0,6216500,8166700,6981400,6904700,5641700
COG0071,Bacteroides caccae TSDC17.2,16478000,16119000,13141000,35769000,21199000,33756000,48028000,54623000,63148000,12704000,6325500,9452900,10198000,13333000,15049000,21268000,12021000,17136000,13394000
COG0071,Collinsella aerofaciens TSDC17.2,0,1396900,1618500,6568200,0,0,3509900,2087900,3436800,1534700,2510400,2165900,779860,1971100,0,2397800,1429800,811280,2753400
COG0071,Escherichia coli TSDC17.2,871620,939410,1414000,1181200,1569600,0,0,138160,1511000,366520,918170,736860,970270,1076300,0,1311700,1238100,1276500,1828100
COG0071,Escherichia coli TSDC17.2,704760,1635500,0,0,1643200,463040,0,0,573010,1979500,497670,1954900,0,1415400,480050,2850900,1557900,499420,2948800
COG0072,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,0,0,757890,0,2095600,0,411000,0,0
COG0072,Bacteroides vulgatus ATCC 8482,14095000,5403600,2967900,7268300,8555200,7151400,6433700,2048500,2037100,15475000,5064200,15358000,10273000,14310000,9752800,584720,4481700,0,2827200
COG0072,Bacteroides ovatus,10426000,7116400,13757000,9351500,14786000,2892700,2220700,5183200,4959300,32301000,34710000,36830000,36328000,27582000,14686000,26826000,21212000,5861400,18726000
COG0072,Bacteroides cellulosilyticus,16395000,14652000,5021200,9128300,7730400,22134000,28716000,33592000,22701000,24054000,10345000,17567000,21898000,21114000,35805000,67944000,41039000,48256000,54403000
COG0072,Bacteroides caccae TSDC17.2,1439700,1049700,2386900,830460,853530,7767700,5575400,7041400,3999300,878200,500000,926090,0,0,2253500,436090,609230,0,705150
COG0072,Bacteroides finegoldii TSDC17.2,2217700,3677800,4210000,4832900,3184000,10749000,9703900,6536900,5508900,7800900,6059100,7889500,8614300,7556500,14070000,4296800,5375500,4830300,3134000
COG0072,Collinsella aerofaciens TSDC17.2,0,0,0,1100900,786290,0,0,0,0,737750,832760,812270,0,898500,902630,1181800,834660,0,0
COG0072,Escherichia coli TSDC17.2,8000200,21976000,24124000,20335000,30213000,15807000,37076000,25254000,35933000,12795000,22207000,15248000,20164000,22391000,12116000,22853000,23793000,25841000,25428000
COG0072,Odoribacter splanchnicus TSDC17.2,0,0,0,637430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0072,Parabacteroides distasonis TSDC17.2,2154600,1379900,0,567300,1663900,1309200,0,0,0,435580,631500,349320,0,0,497150,0,986950,286090,315400
COG0072,Ruminococcaceae sp.,0,0,0,0,0,0,0,0,0,0,0,540500,0,0,441490,596360,436670,0,0
COG0073,Bacteroides thetaiotaomicron VPI-5482,6577800,9705700,10858000,10914000,9917900,13084000,3704300,4412400,3401800,7214500,5856700,8357500,8005400,6905400,10084000,8594000,8256100,10321000,11076000
COG0073,Bacteroides vulgatus ATCC 8482,46762000,42313000,27588000,35453000,46812000,48778000,21738000,5524800,18158000,53527000,45359000,45168000,51088000,56895000,51253000,40122000,43946000,32476000,42061000
COG0073,Bacteroides ovatus,17951000,18318000,14561000,15423000,20961000,0,6255700,29211000,14670000,35233000,50439000,47294000,43990000,44587000,35430000,31717000,27460000,14908000,27551000
COG0073,Bacteroides cellulosilyticus,0,0,0,0,0,2980000,2096400,822740,0,0,2812500,0,0,3598200,2354800,9815400,5082000,6508200,5544700
COG0073,Bacteroides caccae TSDC17.2,203890,0,0,0,0,0,0,0,0,397470,249230,0,0,0,0,0,512790,0,0
COG0073,Bacteroides finegoldii TSDC17.2,3310900,1375900,0,1730900,989310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0073,Parabacteroides distasonis TSDC17.2,0,1912700,2588500,2720600,2604200,3781300,5093500,0,4642900,2649700,2818800,2074200,950030,0,2239500,2545100,2360200,3779100,3708100
COG0073,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,2509000,0,0,0,0,0,0,1155700,0,566590,0,0,0
COG0074,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,6123900,4838200,6933100,6497900,5229500,3003200,7089500,3742200,875210,3505500
COG0074,Bacteroides ovatus,0,0,0,0,1122900,0,0,0,0,2133500,1965900,2426000,1036200,0,895020,0,995340,468530,1246300
COG0074,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831900,0,0,1351700
COG0074,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG0074,Escherichia coli TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442950,0,0,287130
COG0074,Escherichia coli TSDC17.2,6550900,31101000,56647000,25230000,22537000,0,13901000,10631000,12415000,4346300,9469300,6161100,7316200,5756400,7964000,7494300,4921900,4182800,11128000
COG0075,Bacteroides cellulosilyticus,0,0,524610,0,604630,3568700,1984100,3042500,2099100,0,1554200,0,0,0,1975000,2649200,8438400,7704000,6993800
COG0076,Bacteroides thetaiotaomicron VPI-5482,19755000,16429000,26332000,21426000,26867000,16761000,4478600,40887000,43197000,50477000,55510000,68791000,60265000,48782000,70111000,33656000,39061000,63502000,52500000
COG0076,Bacteroides ovatus,0,0,2977500,0,4073000,0,0,0,0,2387900,0,3729100,6193700,0,0,2402700,0,0,0
COG0076,Bacteroides cellulosilyticus,0,0,0,0,1186900,0,0,0,0,0,0,0,0,3212200,9273500,3009200,5198300,11111000,8999400
COG0076,Bacteroides finegoldii TSDC17.2,0,0,0,171270,315660,0,0,0,0,0,610680,828540,7537600,2724700,5238300,3717000,2532600,7457800,3981600
COG0076,Escherichia coli TSDC17.2,0,0,0,0,0,0,1183000,0,312900,0,0,0,0,0,0,0,0,0,0
COG0077,Escherichia coli TSDC17.2,602380,533540,0,722550,1255300,0,1044100,708300,291710,439430,563580,381420,364460,420690,378800,719520,1922000,536400,626560
COG0077,Parabacteroides distasonis TSDC17.2,0,0,0,0,0,0,0,0,0,0,0,0,814720,775860,0,0,0,0,0
COG0078,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,0,0,0,0,0,683620,963430,0,765010,0,0,0,270620,0
COG0078,Bacteroides ovatus,510950,0,352700,1097300,784990,0,994490,418740,999850,1286000,1328400,1419400,1373500,908600,951190,738800,868420,595670,646830
COG0078,Bacteroides cellulosilyticus,4762100,6739900,6143000,5242400,1884900,5578400,12106000,7684300,11115000,2891600,1478200,1780500,1559600,1053200,3834400,9461300,4210300,8058900,13354000
COG0078,Bacteroides caccae TSDC17.2,4572500,8725900,5491700,5810500,2304500,6318800,7851500,6433500,5560000,12031000,11113000,10341000,10856000,9707600,9340200,6339800,6536900,3711100,1908300
COG0078,Collinsella aerofaciens TSDC17.2,21698000,37692000,41587000,35460000,58956000,42416000,45071000,12997000,51603000,14329000,15849000,7563300,6043300,16397000,21288000,9202500,4551400,24552000,20716000
COG0078,Escherichia coli TSDC17.2,0,0,0,0,0,0,1278000,0,968130,11410000,11993000,5645400,7002000,5263600,0,4637400,6614600,8096000,4889100
COG0078,Escherichia coli TSDC17.2,10851000,14605000,21652000,8889500,13174000,6142000,4394300,9247900,3811300,8321400,0,3842200,2276200,3847900,6030600,9984200,8284600,3672200,9916500
COG0078,Odoribacter splanchnicus TSDC17.2,3110200,5023200,0,9419400,5223700,1052400,0,7689000,0,1832600,1168100,1722000,681480,1512800,786450,1195500,0,0,2513200
COG0078,Parabacteroides distasonis TSDC17.2,1728800,1989900,2162000,2608100,808100,2735800,2333500,2072000,2846200,887120,967400,805790,661690,768450,815270,1400900,1119900,1989200,0
COG0079,Bacteroides vulgatus ATCC 8482,0,0,0,0,0,0,2142700,0,0,1058800,1037300,1061600,1490300,2402400,1245500,0,0,0,0
COG0079,Bacteroides ovatus,1953000,2645800,5274400,2483800,2165300,2590800,2345500,3437500,1946800,8449100,2743000,4804500,3964800,1940500,1475700,0,1004100,0,1798900
COG0079,Bacteroides caccae TSDC17.2,1528200,1440200,943970,961060,0,2902100,0,616700,0,157680,0,0,261310,0,0,0,320970,0,0
COG0079,Bacteroides caccae TSDC17.2,0,403270,0,0,393970,0,0,488750,0,0,0,0,0,0,239690,0,0,0,0
COG0079,Escherichia coli TSDC17.2,0,0,4721900,0,4199900,2677800,7186400,5705600,4908400,1967100,3379500,1967700,2122400,6266900,0,3661200,0,3212300,3941900
COG0079,Odoribacter splanchnicus TSDC17.2,5516400,11513000,49106000,3096400,6586200,7349900,2984500,4839700,7853200,3236500,5079900,1265200,1144100,1281800,1570000,0,817030,488920,0
COG0080,Bacteroides thetaiotaomicron VPI-5482,0,0,0,0,0,264210,0,0,0,949220,1401300,699080,998290,1160200,205370,312650,546790,0,0
COG0080,Bacteroides cellulosilyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532350,0,0,2529300,943670
COG0080,Bacteroides caccae TSDC17.2,147020000,114030000,98163000,95415000,99134000,292410000,253870000,318290000,250270000,239390000,281930000,279680000,241710000,249400000,297910000,282610000,262620000,411800000,244100000
COG0080,Collinsella aerofaciens TSDC17.2,1438100,6430700,3900100,14713000,8205500,0,12761000,0,26637000,13598000,15778000,13094000,3007400,21688000,9390700,29455000,12833000,4064400,24946000
COG0080,Escherichia coli TSDC17.2,19720000,40680000,18556000,63721000,100610000,10636000,26335000,26812000,31794000,51135000,53040000,42646000,51349000,46482000,30705000,57808000,47987000,25379000,76997000
COG0080,Odoribacter splanchnicus TSDC17.2,0,0,0,0,0,0,0,2348500,0,958810,1087200,695340,1129300,989210,0,641110,0,0,765920
COG0080,Parabacteroides distasonis TSDC17.2,33780000,19818000,36334000,17133000,32716000,9733600,15614000,8850600,14159000,14758000,13812000,17216000,15830000,14128000,10124000,12256000,11543000,17318000,13260000
COG0080,Subdoligranulum variabile TSDC17.2,0,0,0,0,0,0,0,0,0,84691,0,39811,0,61279,0,0,2045700,0,0
COG0081,Bacteroides cellulosilyticus,0,0,122650,0,1302600,4675900,20589000,30473000,13834000,259300,0,0,2319700,840000,10828000,19356000,5916700,30775000,19682000
COG0081,Bacteroides caccae TSDC17.2,14488000,16118000,12124000,11486000,22545000,13606000,8864600,17377000,10243000,8735100,3904900,4882100,6152100,5797600,10936000,13219000,11709000,14282000,11493000
COG0081,Collinsella aerofaciens TSDC17.2,2110300,7808400,3790600,2698800,8334300,7354900,13547000,7426400,21672000,5978900,11294000,4937400,4395800,9046100,6162800,9446200,6732400,2249400,8892000
COG0081,Escherichia coli TSDC17.2,42698000,63027000,72961000,72950000,88910000,27596000,46456000,28852000,65992000,57898000,94900000,56071000,54231000,89935000,16951000,99074000,130390000,41471000,136050000
COG0081,Odoribacter splanchnicus TSDC17.2,1051000,2155900,2679300,1994000,2590400,0,0,1318400,0,1454200,1157900,1342100,1499800,1569400,0,0,291720,797580,0
COG0081,Parabacteroides distasonis TSDC17.2,9107900,10672000,14583000,9321500,13526000,0,6219100,6656400,6832100,5809000,4311900,5743000,5918500,5888000,5069500,4849100,3964700,6089000,5882900
COG0081,Ruminococcaceae sp.,1813400,0,0,931470,954480,0,0,0,0,0,1461000,1227400,684420,1434800,1276300,1818400,1456800,0,2534700
COG0081,Subdoligranulum variabile TSDC17.2,0,0,0,1171800,0,0,884370,1451800,2092300,853430,1465400,1195000,1001300,1344300,0,1493700,2089900,754370,2517300
COG0082,Bacteroides thetaiotaomicron VPI-5482,13562000,15860000,6205000,10784000,15318000,10930000,15215000,7827700,17183000,24759000,11666000,13359000,17777000,18272000,13782000,12608000,8093000,11749000,11486000
